src_ip,dst_ip,up_bytes,down_bytes
192.168.108.62,88.157.217.146,1406876,11972497
192.168.108.62,88.157.217.148,309032,2648385
192.168.108.62,94.46.135.219,44754,308349
192.168.108.62,99.151.185.208,104928,986628
192.168.108.63,104.17.45.30,179702,1565692
192.168.108.63,104.22.47.238,24201,190074
192.168.108.63,104.244.42.193,382641,2971270
192.168.108.63,104.26.3.6,110531,861874
192.168.108.63,104.26.9.83,45829,405515
192.168.108.63,108.157.98.113,96991,793347
192.168.108.63,13.107.227.51,147803,1271104
192.168.108.63,13.107.228.178,6454,42325
192.168.108.63,13.107.237.42,414383,3355249
192.168.108.63,13.107.3.25,70430,640042
192.168.108.63,13.107.3.46,42021,330968
192.168.108.63,13.107.42.14,274280,2203872
192.168.108.63,13.107.42.23,40782,2153659
192.168.108.63,13.107.42.28,47600,1788576
192.168.108.63,13.107.42.3,46890,1616807
192.168.108.63,13.107.42.37,35742,1085045
192.168.108.63,13.107.42.39,51880,2556602
192.168.108.63,13.107.42.57,36055,1300183
192.168.108.63,13.107.6.156,298153,2688966
192.168.108.63,13.34.7.115,15826,148640
192.168.108.63,134.70.66.112,21402,188655
192.168.108.63,142.250.184.142,49264,1546934
192.168.108.63,142.250.184.151,34526,1686338
192.168.108.63,142.250.184.159,27655,825271
192.168.108.63,142.250.184.200,38945,1155795
192.168.108.63,142.250.200.68,1296371,10999599
192.168.108.63,143.42.168.192,25897,194409
192.168.108.63,146.75.90.137,196706,1723613
192.168.108.63,148.69.168.40,270599,1995307
192.168.108.63,150.222.233.128,46622,373854
192.168.108.63,157.240.212.174,1375774,11927117
192.168.108.63,157.240.212.35,978460,8138897
192.168.108.63,157.240.212.60,448509,3904794
192.168.108.63,157.55.28.243,44516,326699
192.168.108.63,170.187.134.176,111811,931976
192.168.108.63,172.105.154.23,28264,216377
192.168.108.63,172.217.17.14,1487529,12702359
192.168.108.63,172.67.73.32,162516,1390718
192.168.108.63,178.79.148.125,105377,850628
192.168.108.63,18.154.48.124,274374,2339896
192.168.108.63,18.67.242.41,40155,465125
192.168.108.63,185.15.58.224,575078,5134377
192.168.108.63,185.88.181.4,566147,4797301
192.168.108.63,185.88.181.55,223340,1749801
192.168.108.63,186.192.81.5,6246,97121
192.168.108.63,191.238.75.58,28031,325657
192.168.108.63,192.168.108.226,31254,75681
192.168.108.63,192.168.108.234,30213,69275
192.168.108.63,192.168.108.240,4881120,41894640
192.168.108.63,193.126.232.45,757128,6107588
192.168.108.63,193.126.240.146,863020,7769627
192.168.108.63,193.137.20.123,248790,2383497
192.168.108.63,198.54.117.212,198958,1564454
192.168.108.63,20.33.4.154,29734,292849
192.168.108.63,20.34.51.240,8357,64165
192.168.108.63,20.34.53.207,12013,106406
192.168.108.63,20.42.161.172,32340,199863
192.168.108.63,204.79.197.212,366155,3169624
192.168.108.63,209.123.162.131,16669,113770
192.168.108.63,209.17.61.231,15838,168143
192.168.108.63,213.13.146.142,1246626,10832952
192.168.108.63,216.58.215.131,1578567,13488545
192.168.108.63,3.2.41.39,55866,323560
192.168.108.63,3.4.8.71,155573,1619348
192.168.108.63,40.75.36.29,22373,151503
192.168.108.63,40.90.68.210,7516,51172
192.168.108.63,40.96.52.27,42837,362628
192.168.108.63,45.60.74.62,85730,803593
192.168.108.63,45.79.244.20,42862,422202
192.168.108.63,52.113.205.241,81577,725269
192.168.108.63,52.114.212.235,85137,783227
192.168.108.63,52.225.130.157,6851,53761
192.168.108.63,52.245.148.76,33377,254278
192.168.108.63,52.245.72.106,101932,813311
192.168.108.63,52.93.236.94,46850,313401
192.168.108.63,52.93.59.80,75251,667161
192.168.108.63,52.93.60.220,23545,172878
192.168.108.63,52.93.64.47,33763,305382
192.168.108.63,52.95.42.48,8763,87533
192.168.108.63,54.192.95.95,85161,659403
192.168.108.63,54.239.113.0,42183,368908
192.168.108.63,62.28.254.212,403235,3248978
192.168.108.63,62.28.254.215,364191,2996704
192.168.108.63,66.254.114.41,301237,2439034
192.168.108.63,69.164.194.94,7149,62728
192.168.108.63,69.55.49.192,14233,147920
192.168.108.63,72.247.155.216,59440,404639
192.168.108.63,74.207.241.243,47568,494361
192.168.108.63,88.157.217.145,512268,4345111
192.168.108.63,88.157.217.146,272769,2471281
192.168.108.63,88.157.217.148,82366,649493
192.168.108.63,97.107.139.172,20601,186219
192.168.108.63,97.107.141.159,24151,166300
192.168.108.63,99.83.119.233,134153,980093
192.168.108.64,104.17.45.30,609341,5123335
192.168.108.64,104.22.47.238,204401,1674636
192.168.108.64,104.244.42.193,1803595,15566924
192.168.108.64,104.26.3.6,492378,4277124
192.168.108.64,104.26.9.83,169002,1482377
192.168.108.64,104.47.202.218,96472,855201
192.168.108.64,108.157.98.113,227052,1964004
192.168.108.64,108.157.98.51,59721,436088
192.168.108.64,129.149.21.247,77481,882901
192.168.108.64,129.149.21.28,39670,313875
192.168.108.64,13.104.129.103,18368,128625
192.168.108.64,13.104.129.212,76547,649132
192.168.108.64,13.105.14.143,7867,87902
192.168.108.64,13.107.224.107,67241,534576
192.168.108.64,13.107.237.42,213455,1760663
192.168.108.64,13.107.255.251,43445,436491
192.168.108.64,13.107.38.94,20466,219095
192.168.108.64,13.107.40.136,42860,290014
192.168.108.64,13.107.40.137,75995,675086
192.168.108.64,13.107.42.12,23181,693020
192.168.108.64,13.107.42.14,416211,8061180
192.168.108.64,13.107.42.20,114496,4821497
192.168.108.64,13.107.42.22,110876,4675846
192.168.108.64,13.107.42.29,52618,2517398
192.168.108.64,13.107.42.4,88417,3217461
192.168.108.64,13.107.42.41,73770,3500538
192.168.108.64,13.107.42.50,35115,1239833
192.168.108.64,13.107.42.53,27153,1138958
192.168.108.64,13.107.42.54,72370,4242505
192.168.108.64,13.107.42.55,49461,1828775
192.168.108.64,13.107.42.56,35237,2063094
192.168.108.64,13.107.42.59,41343,1521290
192.168.108.64,13.107.42.6,144589,5124288
192.168.108.64,13.107.56.251,28483,293671
192.168.108.64,13.107.6.156,132748,1148915
192.168.108.64,13.34.14.186,80354,886346
192.168.108.64,13.87.125.5,82235,744170
192.168.108.64,130.35.3.196,23068,230665
192.168.108.64,131.253.25.95,6559,54547
192.168.108.64,132.145.2.171,41816,315226
192.168.108.64,140.204.126.239,87633,834087
192.168.108.64,140.204.58.217,34296,315842
192.168.108.64,140.91.5.82,27141,253212
192.168.108.64,142.250.184.151,33982,1186507
192.168.108.64,142.250.184.161,42219,2001735
192.168.108.64,142.250.184.165,43741,2459152
192.168.108.64,142.250.184.166,41396,1803110
192.168.108.64,142.250.184.178,38312,1570516
192.168.108.64,142.250.184.184,80915,3189115
192.168.108.64,142.250.184.186,53373,3398611
192.168.108.64,142.250.184.200,46997,1810297
192.168.108.64,142.250.184.213,38014,1412605
192.168.108.64,142.250.184.217,60595,2497967
192.168.108.64,142.250.184.224,40979,2123553
192.168.108.64,142.250.184.230,38800,1886316
192.168.108.64,142.250.184.232,39998,1530839
192.168.108.64,142.250.184.234,33033,1221212
192.168.108.64,142.250.184.241,44299,1736778
192.168.108.64,142.250.184.242,39864,2055456
192.168.108.64,142.250.200.68,4111311,35246537
192.168.108.64,143.42.153.38,24345,237972
192.168.108.64,143.42.157.223,95704,785679
192.168.108.64,143.42.190.15,157319,1354931
192.168.108.64,146.75.89.140,92820,807171
192.168.108.64,146.75.90.137,61791,518190
192.168.108.64,146.75.90.167,91269,686741
192.168.108.64,147.154.122.35,46680,415067
192.168.108.64,148.69.168.40,808852,7030551
192.168.108.64,15.181.254.39,17015,169348
192.168.108.64,15.181.254.55,71847,552862
192.168.108.64,15.230.39.201,52496,459137
192.168.108.64,15.230.42.72,7952,63202
192.168.108.64,150.222.13.10,7085,31938
192.168.108.64,150.222.13.114,77734,729124
192.168.108.64,150.222.13.73,144312,1117567
192.168.108.64,150.222.228.86,35296,242316
192.168.108.64,150.222.231.129,20308,169280
192.168.108.64,157.240.212.174,2261202,19395426
192.168.108.64,157.240.212.35,3238687,27163618
192.168.108.64,157.240.212.60,1526140,12903354
192.168.108.64,157.55.103.221,56269,519889
192.168.108.64,157.55.110.50,34331,295772
192.168.108.64,162.250.237.216,26009,210998
192.168.108.64,168.61.140.210,21585,192949
192.168.108.64,168.63.88.22,20314,133619
192.168.108.64,170.187.131.230,55313,395494
192.168.108.64,170.187.134.9,27942,301401
192.168.108.64,170.187.135.114,72715,471532
192.168.108.64,172.217.17.14,3087348,26637967
192.168.108.64,172.232.98.223,17024,168143
192.168.108.64,172.67.73.32,125065,970847
192.168.108.64,172.96.97.26,151621,1143899
192.168.108.64,173.255.223.157,75607,499280
192.168.108.64,177.72.242.138,28376,286580
192.168.108.64,178.79.146.104,12759,129360
192.168.108.64,178.79.149.60,21417,196394
192.168.108.64,178.79.164.157,30735,247623
192.168.108.64,178.79.170.217,118067,967504
192.168.108.64,18.154.22.25,149915,1371944
192.168.108.64,18.154.48.124,1016662,8617351
192.168.108.64,18.67.242.41,78115,722890
192.168.108.64,185.15.58.224,1749639,14560612
192.168.108.64,185.88.181.4,1213292,10136592
192.168.108.64,185.88.181.55,148045,1359615
192.168.108.64,186.192.81.5,161658,1402916
192.168.108.64,191.237.204.130,38465,323193
192.168.108.64,192.168.108.226,66212,151089
192.168.108.64,192.168.108.234,69184,156381
192.168.108.64,192.168.108.240,11617850,100055266
192.168.108.64,192.29.141.36,26311,210213
192.168.108.64,192.30.254.188,38270,398508
192.168.108.64,192.48.237.72,33534,251036
192.168.108.64,192.81.130.159,20052,166247
192.168.108.64,193.126.232.45,929063,7882689
192.168.108.64,193.126.240.146,2123856,18114411
192.168.108.64,193.137.20.123,223187,1766996
192.168.108.64,198.180.97.3,70834,565036
192.168.108.64,198.180.97.64,74608,556322
192.168.108.64,198.211.102.87,21527,169799
192.168.108.64,198.54.117.212,268921,2335367
192.168.108.64,198.58.103.126,24207,107759
192.168.108.64,198.58.106.234,36060,206713
192.168.108.64,198.58.109.169,7321,76690
192.168.108.64,198.58.110.209,12895,93071
192.168.108.64,199.127.235.21,51475,412252
192.168.108.64,199.30.29.106,262841,2249935
192.168.108.64,199.30.29.77,6244,48024
192.168.108.64,20.136.6.148,42885,371228
192.168.108.64,20.140.233.124,25790,211603
192.168.108.64,20.201.224.188,29692,253895
192.168.108.64,20.202.169.1,5989,86756
192.168.108.64,20.34.52.234,9394,98904
192.168.108.64,20.42.160.51,16205,120117
192.168.108.64,20.95.56.166,36666,260430
192.168.108.64,204.152.19.24,113182,1032548
192.168.108.64,204.79.197.212,1549053,13451708
192.168.108.64,205.251.226.79,61785,453019
192.168.108.64,207.192.69.32,29587,228868
192.168.108.64,207.192.71.144,11405,127309
192.168.108.64,207.46.198.169,31213,275907
192.168.108.64,213.13.146.142,3134536,26447741
192.168.108.64,213.219.37.171,33530,301349
192.168.108.64,213.219.37.79,43140,389827
192.168.108.64,216.58.215.131,2791196,23472001
192.168.108.64,23.101.38.57,6117,44871
192.168.108.64,23.49.244.192,133551,1273156
192.168.108.64,23.49.244.54,397006,3395230
192.168.108.64,23.97.118.130,85094,713836
192.168.108.64,23.97.118.87,11217,67074
192.168.108.64,3.2.47.47,22703,221620
192.168.108.64,3.4.8.45,19358,170677
192.168.108.64,3.5.86.143,43362,324228
192.168.108.64,40.101.57.94,33349,309133
192.168.108.64,40.101.58.4,82757,673009
192.168.108.64,40.66.1.167,56223,459115
192.168.108.64,40.66.125.200,34062,231102
192.168.108.64,40.66.4.148,11697,94976
192.168.108.64,40.77.167.152,6917,46922
192.168.108.64,40.77.167.166,11642,129015
192.168.108.64,40.79.4.59,8828,95324
192.168.108.64,40.79.81.2,21406,200492
192.168.108.64,40.79.9.86,16330,156387
192.168.108.64,40.79.92.118,15581,89444
192.168.108.64,40.79.94.192,21465,184873
192.168.108.64,40.82.103.12,50518,430840
192.168.108.64,40.82.87.30,20101,132526
192.168.108.64,40.82.97.41,27058,249840
192.168.108.64,40.96.55.14,60489,460809
192.168.108.64,40.96.55.171,64291,609705
192.168.108.64,40.96.55.199,16042,134539
192.168.108.64,40.96.55.243,28389,205644
192.168.108.64,45.60.74.62,88270,798122
192.168.108.64,45.79.242.251,37889,285270
192.168.108.64,51.0.114.83,23578,193442
192.168.108.64,51.0.119.78,59088,496610
192.168.108.64,51.141.128.215,24962,224339
192.168.108.64,52.102.158.128,15252,90032
192.168.108.64,52.108.112.245,74652,622076
192.168.108.64,52.115.78.167,29049,215344
192.168.108.64,52.126.224.157,35111,316926
192.168.108.64,52.127.110.89,20774,177499
192.168.108.64,52.127.114.206,17670,145368
192.168.108.64,52.165.63.194,64561,538945
192.168.108.64,52.180.185.103,25539,160735
192.168.108.64,52.185.112.30,21624,174690
192.168.108.64,52.185.56.97,96094,705183
192.168.108.64,52.219.221.29,25191,223208
192.168.108.64,52.219.225.131,5841,64852
192.168.108.64,52.93.149.161,23268,151330
192.168.108.64,52.93.64.249,23429,207301
192.168.108.64,52.94.75.53,24373,157851
192.168.108.64,52.94.79.229,22748,159395
192.168.108.64,54.192.95.95,748918,6260443
192.168.108.64,54.240.235.133,37616,376081
192.168.108.64,62.28.254.212,1214083,10011346
192.168.108.64,62.28.254.215,660403,5525055
192.168.108.64,65.55.106.198,36655,278347
192.168.108.64,65.55.51.125,29820,244030
192.168.108.64,66.254.114.41,816460,6867309
192.168.108.64,69.55.49.87,16823,149633
192.168.108.64,70.37.2.237,38117,289841
192.168.108.64,72.247.155.216,32913,220423
192.168.108.64,81.208.190.15,7668,66574
192.168.108.64,88.157.217.145,2352721,19972968
192.168.108.64,88.157.217.146,1238668,10274075
192.168.108.64,88.157.217.148,237532,1878510
192.168.108.64,94.46.135.219,139163,1358838
192.168.108.64,97.107.137.46,10610,88992
192.168.108.64,97.107.142.105,86932,771157
192.168.108.64,99.77.254.12,45494,387116
192.168.108.65,104.17.45.30,34298,235477
192.168.108.65,104.22.47.238,257400,2236564
192.168.108.65,104.244.42.193,1242752,11046290
192.168.108.65,104.26.3.6,165625,1400414
192.168.108.65,104.26.9.83,112181,1008068
192.168.108.65,108.157.98.113,463811,3812096
192.168.108.65,108.157.98.51,22975,138582
192.168.108.65,109.74.204.113,33619,328457
192.168.108.65,129.148.164.43,80324,618142
192.168.108.65,13.105.61.119,25432,217561
192.168.108.65,13.107.22.3,141611,1121746
192.168.108.65,13.107.237.42,158361,1325847
192.168.108.65,13.107.246.133,24851,214719
192.168.108.65,13.107.42.14,134042,1267501
192.168.108.65,13.107.42.32,51058,1981455
192.168.108.65,13.107.42.34,39117,1988606
192.168.108.65,13.107.42.43,20303,416135
192.168.108.65,13.107.42.48,89907,3085754
192.168.108.65,13.107.42.50,45976,1069326
192.168.108.65,13.107.42.56,42399,1451851
192.168.108.65,13.107.42.6,54929,3028744
192.168.108.65,13.107.42.62,35925,2109607
192.168.108.65,13.107.42.7,49426,3808855
192.168.108.65,13.107.42.9,46186,1656640
192.168.108.65,13.34.31.219,106619,855638
192.168.108.65,13.87.122.37,25078,183197
192.168.108.65,13.87.125.102,65296,564543
192.168.108.65,13.87.125.233,9742,103191
192.168.108.65,130.35.115.111,61969,393688
192.168.108.65,131.253.35.251,101165,886278
192.168.108.65,132.145.12.139,26811,210281
192.168.108.65,132.145.2.180,56588,454898
192.168.108.65,132.145.4.212,19419,200254
192.168.108.65,140.204.12.185,119721,967493
192.168.108.65,140.204.76.231,51961,482117
192.168.108.65,142.250.184.183,77136,3629684
192.168.108.65,142.250.184.191,29164,1629840
192.168.108.65,142.250.184.209,37362,1235905
192.168.108.65,142.250.184.228,72195,4378404
192.168.108.65,142.250.200.68,2235542,18974810
192.168.108.65,146.75.89.140,72101,543517
192.168.108.65,146.75.90.137,134493,1053014
192.168.108.65,146.75.90.167,187312,1511061
192.168.108.65,148.69.168.40,812280,6733518
192.168.108.65,15.230.190.87,87106,797251
192.168.108.65,15.230.219.14,13097,128582
192.168.108.65,15.230.242.136,50067,336444
192.168.108.65,15.230.43.114,23470,168960
192.168.108.65,150.222.110.9,60489,494486
192.168.108.65,150.222.6.250,6355,32394
192.168.108.65,150.222.87.59,185628,1434046
192.168.108.65,157.240.212.174,1690796,14007897
192.168.108.65,157.240.212.35,2181941,18558888
192.168.108.65,157.240.212.60,560965,5239515
192.168.108.65,157.56.179.184,112352,1149626
192.168.108.65,168.61.141.15,132818,1092639
192.168.108.65,170.187.139.25,37669,317213
192.168.108.65,172.217.17.14,1958416,16253231
192.168.108.65,173.230.148.200,5875,58422
192.168.108.65,176.32.121.141,5835,56391
192.168.108.65,178.79.146.207,20131,173855
192.168.108.65,18.154.22.25,250550,2191218
192.168.108.65,18.154.41.91,50244,366787
192.168.108.65,18.154.48.124,596059,5156776
192.168.108.65,18.67.242.41,16723,102569
192.168.108.65,185.15.58.224,1105814,9124835
192.168.108.65,185.199.108.181,46159,423954
192.168.108.65,185.3.92.5,39136,374268
192.168.108.65,185.88.181.4,827077,7173908
192.168.108.65,185.88.181.55,106022,845324
192.168.108.65,192.168.108.226,46198,103565
192.168.108.65,192.168.108.234,42558,95862
192.168.108.65,192.168.108.240,7762880,66684120
192.168.108.65,192.26.25.138,134559,1222679
192.168.108.65,192.26.25.38,23810,184644
192.168.108.65,192.30.254.125,19742,149651
192.168.108.65,193.126.232.45,866364,7303944
192.168.108.65,193.126.240.146,1362412,11570104
192.168.108.65,193.137.20.123,703821,6184339
192.168.108.65,198.199.96.152,50601,337513
192.168.108.65,198.199.98.204,35062,357395
192.168.108.65,198.211.102.135,28577,249473
192.168.108.65,198.54.117.212,267414,2385477
192.168.108.65,198.58.110.167,48397,380738
192.168.108.65,199.30.28.238,22876,253669
192.168.108.65,199.36.156.4,29183,282926
192.168.108.65,20.95.50.169,17868,205265
192.168.108.65,204.79.197.212,906273,7667863
192.168.108.65,205.251.225.243,191719,1608455
192.168.108.65,208.65.154.254,83618,874746
192.168.108.65,213.13.146.142,2072415,17456864
192.168.108.65,216.58.215.131,1727086,14341409
192.168.108.65,23.103.191.212,86176,793792
192.168.108.65,23.49.244.192,45989,381071
192.168.108.65,23.49.244.54,45534,360422
192.168.108.65,3.2.36.69,50535,441409
192.168.108.65,3.2.40.104,34784,255543
192.168.108.65,3.4.10.252,18148,130476
192.168.108.65,40.123.136.183,109641,1059172
192.168.108.65,40.66.0.201,76333,693430
192.168.108.65,40.77.129.68,9540,81327
192.168.108.65,40.77.228.29,33646,273868
192.168.108.65,40.77.237.148,57192,532600
192.168.108.65,40.96.63.240,96201,819597
192.168.108.65,40.96.63.67,132993,1187010
192.168.108.65,45.79.243.90,8949,93105
192.168.108.65,51.141.130.61,21628,219632
192.168.108.65,52.108.135.222,114394,944892
192.168.108.65,52.108.6.169,17616,135956
192.168.108.65,52.112.78.165,20349,254725
192.168.108.65,52.115.55.147,111723,896091
192.168.108.65,52.115.63.113,16487,137774
192.168.108.65,52.119.252.28,4760,56235
192.168.108.65,52.122.65.53,41989,398064
192.168.108.65,52.126.224.141,17293,193510
192.168.108.65,52.165.49.163,126781,1143351
192.168.108.65,52.180.183.243,20020,184194
192.168.108.65,52.219.233.194,185197,1525762
192.168.108.65,52.239.164.82,19956,236434
192.168.108.65,52.239.173.117,11772,86399
192.168.108.65,52.245.46.109,46012,364982
192.168.108.65,52.93.237.150,48551,470096
192.168.108.65,52.94.150.137,45674,390165
192.168.108.65,52.94.195.183,3256,30164
192.168.108.65,52.95.17.163,7032,34147
192.168.108.65,52.95.245.17,61359,495709
192.168.108.65,54.192.95.95,297557,2269833
192.168.108.65,54.239.98.20,197288,1740552
192.168.108.65,62.28.254.212,382087,3277925
192.168.108.65,62.28.254.215,310779,2380095
192.168.108.65,65.52.106.218,56299,494518
192.168.108.65,65.52.106.30,9664,102897
192.168.108.65,66.254.114.41,98413,800243
192.168.108.65,69.12.59.247,27539,249381
192.168.108.65,70.37.164.255,26979,219187
192.168.108.65,88.157.217.145,1895048,15871641
192.168.108.65,88.157.217.146,1058090,9011881
192.168.108.65,88.157.217.148,144789,1110458
192.168.108.65,97.107.142.118,31779,242240
192.168.108.65,99.78.193.134,20984,130146
192.168.108.66,104.17.45.30,111158,960578
192.168.108.66,104.22.47.238,265991,2068312
192.168.108.66,104.244.42.193,460389,3627765
192.168.108.66,104.26.3.6,151867,1464614
192.168.108.66,104.26.9.83,112422,876151
192.168.108.66,108.157.98.113,87049,862000
192.168.108.66,13.107.237.42,105453,809777
192.168.108.66,13.107.42.12,22889,635719
192.168.108.66,13.107.42.14,126091,1073496
192.168.108.66,13.107.42.15,89514,2243063
192.168.108.66,13.107.42.39,31071,1312944
192.168.108.66,13.107.42.58,39067,1991137
192.168.108.66,13.107.42.8,73465,3319566
192.168.108.66,13.107.48.132,40588,401077
192.168.108.66,13.87.124.110,68741,543495
192.168.108.66,130.35.200.37,101186,830074
192.168.108.66,131.253.25.12,31921,274460
192.168.108.66,134.170.221.128,13511,96859
192.168.108.66,142.250.184.145,58531,2845998
192.168.108.66,142.250.184.173,52919,2621023
192.168.108.66,142.250.184.190,25309,1056164
192.168.108.66,142.250.184.205,18311,1004690
192.168.108.66,142.250.184.218,36460,1179224
192.168.108.66,142.250.184.222,22171,626359
192.168.108.66,142.250.184.233,50764,2491837
192.168.108.66,142.250.200.68,1057171,8918074
192.168.108.66,146.75.90.137,8115,70708
192.168.108.66,146.75.90.167,176085,1656422
192.168.108.66,147.154.55.238,36391,345962
192.168.108.66,148.69.168.40,170223,1270257
192.168.108.66,15.221.51.136,27822,243570
192.168.108.66,15.230.249.127,41914,471600
192.168.108.66,157.240.212.174,1085082,9473567
192.168.108.66,157.240.212.35,980515,8167685
192.168.108.66,157.240.212.60,512129,4370741
192.168.108.66,162.243.184.28,164954,1428016
192.168.108.66,164.152.193.173,50133,458055
192.168.108.66,172.104.200.112,29556,240209
192.168.108.66,172.104.6.114,116838,1027226
192.168.108.66,172.217.17.14,1838952,15727313
192.168.108.66,172.232.97.43,9233,46002
192.168.108.66,18.154.48.124,155183,1256191
192.168.108.66,185.15.58.224,559368,5105062
192.168.108.66,185.88.181.4,503402,4138725
192.168.108.66,185.88.181.55,49826,413151
192.168.108.66,186.192.81.5,32816,228567
192.168.108.66,191.232.19.236,57390,563553
192.168.108.66,191.233.55.121,28442,227253
192.168.108.66,192.168.108.226,21745,48694
192.168.108.66,192.168.108.234,21287,48145
192.168.108.66,192.168.108.240,3055317,25587521
192.168.108.66,193.126.232.45,306333,2549808
192.168.108.66,193.126.240.146,683228,5585700
192.168.108.66,193.137.20.123,40511,306134
192.168.108.66,198.99.2.112,6581,72200
192.168.108.66,199.30.31.65,42241,313535
192.168.108.66,204.79.197.212,354564,2729538
192.168.108.66,213.13.146.142,537869,4577737
192.168.108.66,216.58.215.131,829697,7577681
192.168.108.66,23.49.244.54,22566,271038
192.168.108.66,3.2.40.41,37488,302168
192.168.108.66,3.5.83.243,49228,397765
192.168.108.66,40.112.45.164,32696,283632
192.168.108.66,40.77.137.85,33256,273496
192.168.108.66,40.77.247.92,21392,125393
192.168.108.66,40.79.9.250,122883,923798
192.168.108.66,40.82.2.6,8482,91688
192.168.108.66,52.103.164.148,11350,144954
192.168.108.66,52.108.113.201,91763,765356
192.168.108.66,52.94.76.69,10830,96921
192.168.108.66,54.155.178.5,22524,176233
192.168.108.66,54.192.95.95,84784,770024
192.168.108.66,62.28.254.212,177169,1192780
192.168.108.66,62.28.254.215,111436,843872
192.168.108.66,65.55.120.183,15937,183410
192.168.108.66,65.55.207.129,9700,80507
192.168.108.66,65.55.250.134,42862,336351
192.168.108.66,66.254.114.41,27980,240519
192.168.108.66,88.157.217.145,678774,5804783
192.168.108.66,88.157.217.146,269564,2282958
192.168.108.66,88.157.217.148,17729,162603
192.168.108.67,104.17.45.30,133281,1166786
192.168.108.67,104.22.47.238,61324,541370
192.168.108.67,104.244.42.193,2022812,16842840
192.168.108.67,104.26.3.6,327664,2682792
192.168.108.67,104.26.9.83,46155,430677
192.168.108.67,104.83.180.153,209926,1951150
192.168.108.67,108.157.98.113,267667,2165130
192.168.108.67,108.157.98.51,102774,848291
192.168.108.67,13.104.129.77,8349,90842
192.168.108.67,13.105.28.237,35010,237183
192.168.108.67,13.107.13.75,129615,1049624
192.168.108.67,13.107.208.140,131468,1154999
192.168.108.67,13.107.224.208,29723,265396
192.168.108.67,13.107.228.174,77820,640868
192.168.108.67,13.107.229.75,24023,132862
192.168.108.67,13.107.237.42,291298,2514995
192.168.108.67,13.107.42.14,618528,5054198
192.168.108.67,13.107.42.16,48177,1934262
192.168.108.67,13.107.42.17,52342,1995559
192.168.108.67,13.107.42.18,45223,1748484
192.168.108.67,13.107.42.23,93715,4250070
192.168.108.67,13.107.42.26,49572,1211031
192.168.108.67,13.107.42.29,74443,3861470
192.168.108.67,13.107.42.42,100267,4946869
192.168.108.67,13.107.42.59,43934,1487518
192.168.108.67,13.107.50.52,34300,370905
192.168.108.67,13.107.6.156,62500,599333
192.168.108.67,13.34.76.29,76022,559156
192.168.108.67,13.87.123.30,29204,235807
192.168.108.67,13.87.124.76,14901,98861
192.168.108.67,131.253.3.146,76206,756856
192.168.108.67,132.145.2.230,9216,72156
192.168.108.67,134.170.220.26,10234,86412
192.168.108.67,134.65.49.136,123916,1195771
192.168.108.67,137.184.254.237,9507,94673
192.168.108.67,138.68.36.27,46997,257677
192.168.108.67,140.204.112.245,11576,81922
192.168.108.67,140.204.12.223,8397,102372
192.168.108.67,140.204.124.148,8231,71265
192.168.108.67,140.204.124.229,32581,285799
192.168.108.67,140.204.126.168,144411,1169137
192.168.108.67,142.250.184.154,37185,1274521
192.168.108.67,142.250.184.159,59098,1205510
192.168.108.67,142.250.184.164,31366,1289781
192.168.108.67,142.250.184.177,33463,1445008
192.168.108.67,142.250.184.191,28824,1349699
192.168.108.67,142.250.184.192,49469,1784575
192.168.108.67,142.250.184.200,37913,2574370
192.168.108.67,142.250.184.205,30805,1892614
192.168.108.67,142.250.184.233,20683,676774
192.168.108.67,142.250.184.240,30274,1568955
192.168.108.67,142.250.184.247,31884,1524167
192.168.108.67,142.250.184.253,50791,2516473
192.168.108.67,142.250.200.68,3420580,29955911
192.168.108.67,142.4.160.41,21882,236239
192.168.108.67,143.244.210.54,7318,43523
192.168.108.67,143.42.146.16,42658,332703
192.168.108.67,143.42.154.255,12890,177528
192.168.108.67,143.42.168.185,109880,948505
192.168.108.67,146.75.89.140,5136,54603
192.168.108.67,146.75.90.137,72846,603992
192.168.108.67,146.75.90.167,64481,549614
192.168.108.67,148.69.168.40,801944,6505285
192.168.108.67,15.177.85.46,66076,540675
192.168.108.67,15.230.255.190,29766,270078
192.168.108.67,15.230.38.119,23349,196075
192.168.108.67,15.230.73.24,67209,594697
192.168.108.67,150.222.199.18,37584,342448
192.168.108.67,150.222.2.85,19864,175894
192.168.108.67,150.222.212.63,29125,306387
192.168.108.67,150.222.87.31,15904,100262
192.168.108.67,150.222.87.9,27745,302592
192.168.108.67,157.240.212.174,2275896,19618945
192.168.108.67,157.240.212.35,2592602,22614780
192.168.108.67,157.240.212.60,812690,6956436
192.168.108.67,157.55.11.208,19197,165632
192.168.108.67,157.55.110.108,33888,249824
192.168.108.67,157.55.38.236,25555,206989
192.168.108.67,157.56.30.15,48963,428551
192.168.108.67,16.12.0.211,38642,367622
192.168.108.67,162.243.177.193,10220,122933
192.168.108.67,162.250.239.114,63829,523877
192.168.108.67,168.61.128.120,11206,118713
192.168.108.67,168.63.88.232,35835,244886
192.168.108.67,172.104.7.235,100460,862841
192.168.108.67,172.105.145.132,5903,70813
192.168.108.67,172.217.17.14,4046981,34081278
192.168.108.67,172.67.73.32,38885,325570
192.168.108.67,172.96.97.233,17804,119444
192.168.108.67,173.230.157.169,75404,721462
192.168.108.67,173.230.158.8,18826,133277
192.168.108.67,173.255.204.120,17520,86923
192.168.108.67,173.255.205.72,27860,249855
